Country,Indicator,Indicator_Type,SeriesCode,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Role
Panama,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,57.31,59.29,58.68,58.39,0,83.43,63.54,68.73,66.49,0,0,56.48,181.8,0,0,121.81,107.14,100.56,59.07,0,Not Assigned
Papua New Guinea,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,31.26,0,0,0,0,0,0,35.45,0,0,37.85,38.3,0,0,34.42,0,0,0,0,Not Assigned
Paraguay,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,72.41,73.57,67.26,67.77,65.37,62.49,71.43,69.37,72.3,75.83,76.97,224.28,221.27,205.68,214.33,201.74,199.17,68.34,0,Not Assigned
Peru,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,68.53,70.26,70.21,68.14,67.17,65.66,62.63,59.92,59.19,58.47,163.88,152.47,151.36,125.72,121.91,115.87,111.4,102.53,113.89,118.6,0,Not Assigned
Philippines,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,63.51,0,63.5,0,60.43,93.12,59.21,60.95,62.16,63.07,66.07,69.12,74.67,0,219.34,250.58,0,64.32,65.23,0,Beneficiary
Poland,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,23.01,18.73,16.25,16.39,13.28,11.06,11.63,10.7,10.27,8.61,8.55,25.89,19.25,23.86,31.79,33.45,38.61,40.25,37.82,11.36,0,Not Assigned
Portugal,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,25.37,21.93,22.69,22.22,20.08,19.51,18.97,19.49,19.07,19.18,17.83,16.41,16.02,52.54,55.55,58.09,59.33,64.93,59.23,65.47,0,Not Assigned
Puerto Rico,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,15.67,16.21,0,13.95,13.65,14.94,15.5,16.05,14.47,53.27,63.13,49.79,49.68,13.87,46.65,70.02,75.24,73.25,22.26,Not Assigned
Qatar,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0.88,1.6,22.22,40.99,0,5.26,0,0,23,0,43.48,43.48,0,36.05,0,0,0,0,0,0,0,Not Assigned
Republic of Korea,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,36.63,34.98,30.31,33.97,31.04,32.88,33.03,29.99,30.73,32.7,112.53,113.14,114.89,116.39,108.6,109.36,111.36,111.73,107.83,108.42,0,Not Assigned
Republic of Moldova,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,14.94,13.27,11.93,8.87,8.49,8.65,10.35,9.44,10.16,10.75,11.04,9.46,12.14,17.56,18.1,7.11,0,0,0,0,Not Assigned
Romania,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,15.67,15.43,14.67,12.58,10.03,11.87,16.5,16.39,10.79,9.99,5.52,17,16.4,17.62,16.9,18.38,21.82,23.17,22.26,25.91,0,Not Assigned
Russian Federation,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,10.04,10.55,9.65,9.1,8.05,7.54,6.88,7.08,8,24.85,26.49,28.47,25.69,26.35,27.33,29.02,42.35,15.58,0,0,Not Assigned
Rwanda,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,7.41,0,0,0,0,0,0,0,0,Not Assigned
Saint Kitts and Nevis,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,17.72,22.7,31.21,0,29.7,0,0,91.63,133.43,147.69,122.18,128.54,178.44,0,0,Not Assigned
Saint Lucia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,32.41,0,0,0,0,47.34,0,40.85,0,40.46,0,50.27,169.11,201.76,205.9,221.56,202.56,61.09,0,Not Assigned
Saint Vincent and the Grenadines,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,48.01,0,45.71,57.98,55.78,52.74,58.71,59.31,0,0,0,0,138.47,152.25,171.52,171.42,171.86,167.2,190.94,0,Not Assigned
Samoa,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,6.5,0,23.18,0,0,0,0,Not Assigned
Sao Tome and Principe,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,46.45,45,0,0,0,28.52,0,0,0,10.95,2.25,0,33.47,32.81,0,0,0,0,0,Not Assigned
Saudi Arabia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.02,332.87,74.12,0,0,0,0,Not Assigned
Senegal,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,41.42,0,42.96,0,141.72,42.1,0,0,0,0,48.17,53.82,Not Assigned
Serbia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,27.67,0,24.72,25.11,24.54,29.72,28.55,24.76,54.76,50.57,49.55,51.75,46.75,49.93,55.85,54.64,60.72,62.06,0,Not Assigned
Seychelles,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,8.02,7.47,26.16,40.74,0,30.32,0,22.93,0,19.87,0,0,16.78,13.35,0,0,0,23.66,0,Not Assigned
Sierra Leone,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,13.45,18.14,42.77,40.77,0,0,0,0,58.31,0,54.3,0,30.1,30.1,0,0,54,54.74,0,Not Assigned
Singapore,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,4.84,3.74,3.61,4.28,4.35,6.71,6.38,7,9.58,8.54,29.63,32.56,32.24,31.38,36.18,34.9,29.52,29.34,30.42,31.33,0,Not Assigned
Slovakia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,33.59,32.81,31.99,27.19,23.15,19.02,17.4,14.59,13.37,12.06,36.54,37.69,37.83,37.81,42.49,43.7,41.75,48.23,42.06,43.19,14.59,Not Assigned
Slovenia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,23.36,27.19,23.76,20.83,19.69,17,24.91,6.74,6.99,5.66,4.85,3.61,12.22,34.71,62.28,67.11,71.25,80.14,96.7,73.14,0,Not Assigned
Solomon Islands,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,34.24,0,0,0,0,35.82,0,0,33.02,0,61.25,0,48.22,0,0,0,0,0,0,Not Assigned
South Africa,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,29.43,0,0,0,0,29.12,28.99,29.56,28.69,27.21,26.21,26.25,27.01,28.19,29.3,33.3,33.97,32.53,0,Beneficiary
Spain,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,21.88,22.08,22.47,23.53,24.05,24.27,20.48,59.64,56.44,51.65,44.58,42.68,39.09,42.01,46.75,52.08,51.48,48.35,49.28,51.54,0,Not Assigned
Sri Lanka,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,50.72,0,0,0,0,53.37,0,0,36.43,0,52.81,0,53.45,69.01,0,0,0,0,0,Not Assigned
State of Palestine,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,62.44,57.06,52.33,53.18,54.85,55.14,774.48,54.34,55.5,54.56,99.56,124.48,35.18,0,Not Assigned
Sudan,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,12.65,0,0,0,0,0,0,0,12.13,0,20.38,20.38,0,0,0,0,0,0,0,0,0,Not Assigned
Suriname,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.68,114.09,114.87,186.35,115.46,168.13,0,Not Assigned
Sweden,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,20.74,21.29,20.05,21.59,20.52,19.47,19.83,21.5,22.81,22.94,23.52,77.63,79.1,72.62,82.89,85.51,86.12,84.31,83.1,83.36,0,Torchbearer
Switzerland,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,46.22,45,42.5,42.05,41.59,44.31,44.98,137.94,132.32,139.66,134.33,135.94,135.17,133.17,130.07,139.51,139.48,145.73,143.17,150.52,0,Not Assigned
Syrian Arab Republic,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,56.95,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Thailand,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,24.99,28.35,0,0,25.35,25.28,0,0,0,21.11,18.55,18.45,17.16,0,33.84,32,43.47,14.07,0,Not Assigned
Timor-Leste,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,64.69,0,0,0,0,0,42.6,0,0,0,31.7,0,78.26,0,23.82,0,0,0,0,0,0,Not Assigned
Togo,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,62.72,0,0,63.32,0,0,0,0,0,60,0,0,Not Assigned
Tonga,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,7.39,0,7.39,0,0,0,0,0,0,0,Not Assigned
Trinidad and Tobago,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,41.71,0,0,41.29,0,0,45.37,52.78,55.35,59.93,0,0,0,193.4,244.52,195.04,0,0,0,Not Assigned
Tunisia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.3,159.83,158.9,163.3,0,0,0,54.85,0,0,Not Assigned
Turkmenistan,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,5.92,6.64,7.73,10.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Türkiye,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,49.1,54.94,55.37,62.46,58.16,55.97,32.57,27.41,27.77,22.86,61.89,43.71,45.39,116.79,114.45,69.63,52.42,50.57,40.73,41.48,0,Not Assigned
Uganda,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,61.52,60.15,60.47,57.49,58.41,55.89,55.19,55.61,51.49,53.81,55.07,54.18,160.87,150.51,51.17,0,0,0,51.76,48.8,0,Not Assigned
Ukraine,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,13.05,11.91,11.21,11.59,12.3,13.72,15.82,25.56,24.43,0,20.97,0,0,0,101.01,0,0,0,0,35.6,0,Not Assigned
United Arab Emirates,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,44.69,45.87,0,0,0,0,0,34.25,33.36,38.21,0,38.21,0,0,0,0,0,0,0,Not Assigned
United Kingdom (England and Wales),16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,10.72,10.36,10.76,10.53,10.69,10.71,16.22,9.98,9.72,8.91,30.4,32.66,31,24.68,25.87,25.86,24.63,33.2,35.44,10.86,0,Not Assigned
United Kingdom (Northern Ireland),16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,32.71,35.58,34.71,32.95,33.77,33.45,34.91,28.42,79.66,74.61,75.46,80.33,90.58,109.88,34.06,136.59,136.08,0,0,Not Assigned
United Kingdom (Scotland),16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,18.73,18.05,18.23,21.87,21.16,21.45,19.11,18.77,19.57,18.23,18.67,19.73,17.47,57.9,59.46,19.08,19.01,84.52,86.2,92.84,0,Not Assigned
United Republic of Tanzania,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,55.09,0,0,0,0,0,0,0,47.12,0,49.99,49.99,0,0,50.99,55.41,50.04,0,0,Not Assigned
United States of America,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,22.6,21.63,23.27,22.21,22.3,22.42,21.87,21.18,20.87,21.37,21.47,22.06,21.93,23.32,23.47,24.15,24.29,23.87,26.15,0,0,Torchbearer
Uruguay,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,60.39,57.05,0,60.08,0,0,0,64.76,63.26,67.17,63.33,65.54,69.37,210.98,209.38,128.26,64.89,29.49,21.01,26.42,0,Not Assigned
Vanuatu,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,18.84,0,0,0,0,21.39,0,12.37,0,15.23,0,22.4,0,0,0,0,32.31,0,0,Not Assigned
Venezuela (Bolivarian Republic of),16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,69.92,0,0,0,0,63.43,0,63,0,0,62.52,0,0,0,Not Assigned
Viet Nam,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,11.64,0,0,17.6,0,0,12.39,12.8,0,0,11.5,0,Not Assigned
Yemen,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,50.64,34.84,28.77,34.22,32.4,40.18,47.76,0,0,70.86,0,0,0,59.05,0,0,0,0,0,0,Not Assigned
Zambia,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,0,0,42.83,0,0,62.88,0,0,0,39.36,23.21,0,0,36.84,28,0,0,0,0,0,0,Not Assigned
Zimbabwe,16.3.2,Unsentenced Detainees,VC_PRS_UNSNT,PERCENT,0,0,0,30.67,29.68,30.29,24.74,27.09,22.95,0,27.61,0,0,0,0,17.1,0,58.48,80.85,68.13,72.79,0,25.19,0,Not Assigned
Afghanistan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,58.6,0,0,50.1,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Afghanistan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,45.1,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Afghanistan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,53.7,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Albania,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,19.3,0,0,0,0,0,22.78,0,0,0,0,0,0,0,Not Assigned
Albania,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Albania,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Algeria,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,Not Assigned
Argentina,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,Not Assigned
Armenia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.42,0,0,0,0,0,0,0,0,Not Assigned
Australia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Not Assigned
Austria,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,Not Assigned
Azerbaijan,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.59,0,0,0,0,0,0,0,Not Assigned
Bahamas,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,Not Assigned
Bangladesh,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,Beneficiary
Barbados,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,Not Assigned
Belarus,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.52,0,0,0,0,0,0,0,Not Assigned
Belgium,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,10,0,0,Not Assigned
Benin,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,27,0,0,0,0,0,0,0,Not Assigned
Bolivia (Plurinational State of),16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,Not Assigned
Bosnia and Herzegovina,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Bosnia and Herzegovina,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Bosnia and Herzegovina,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,20.7,0,0,0,0,24.2,0,0,0,0,0,0,0,0,Not Assigned
Botswana,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,Not Assigned
Brazil,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,Beneficiary
Bulgaria,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.34,0,0,0,0,0,19,0,0,Not Assigned
Burkina Faso,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,Not Assigned
Cabo Verde,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,Not Assigned
Cabo Verde,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,0,1.2,0,0,8,0,0,0,0,Not Assigned
Cabo Verde,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,Not Assigned
Cambodia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,37,0,0,0,Not Assigned
Cameroon,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0,Not Assigned
Chile,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,13,0,0,0,0,Not Assigned
"China, Hong Kong Special Administrative Region",16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Torchbearer
Colombia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,0,0,Not Assigned
Colombia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1,0,0,Not Assigned
Colombia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30.8,0,0,Not Assigned
Costa Rica,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,7,0,0,0,0,Not Assigned
Croatia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Croatia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Assigned
Croatia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,6.14,0,0,0,0,0,14,0,0,Not Assigned
Cyprus,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,4,0,0,Not Assigned
Czechia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,0,0,0,11,0,0,Not Assigned
Côte d'Ivoire,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,Not Assigned
Democratic Republic of the Congo,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,Not Assigned
Denmark,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Torchbearer
Dominican Republic,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,23,0,0,4.03,0,Not Assigned
Dominican Republic,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,Not Assigned
Dominican Republic,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05,0,Not Assigned
Ecuador,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,Not Assigned
Egypt,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,Not Assigned
El Salvador,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,14,0,0,0,0,Not Assigned
Estonia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,Not Assigned
Estonia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,Not Assigned
Estonia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,3.3,0,0,0,0,0.5,0,0,0,0,0,3.63,0,0,0,0,0,1,0,0,Not Assigned
Eswatini,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,17,0,0,0,0,0,Not Assigned
Fiji,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Not Assigned
Finland,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Torchbearer
France,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0.1,0,0,5,0,0,Not Assigned
French Polynesia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,Not Assigned
Gabon,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,Not Assigned
Gambia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7.2,0,0,0,Not Assigned
Georgia,16.5.1,"Prevalence rate of bribery, by sex (%)",IU_COR_BRIB,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,0,0,0,0,0,0,Not Assigned
