Country,Indicator,Indicator_Type,SeriesCode,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Guinea,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,7.21804,61.46319,14.36943,30.02639,27.8849,25.11457,19.60948,18.91251,17.72568,14.76225,10.45048,9.32363,6.09775,28.89486,9.05131,12.33288,8.83678,19.39156,28.75173,29.72822,10.8258,37.23336,29.0479,0.0
Guinea-Bissau,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.45504,0.48926,3.40043,6.60852,3.93705,2.56762,2.35329,3.38999,2.88229,3.80774,2.15,5.21274,6.23337,4.97813,2.7839,3.70448,5.78575,5.07689,3.53328,5.48865,2.25265,3.51173,5.30812,0.0
Guyana,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,38.33545,0.0,6.23944,13.36349,6.79191,7.65136,10.56657,6.36507,6.32733,12.53793,16.42726,9.43041,13.88043,7.25504,16.57864,3.09987,0.80278,0.20815,10.02718,4.89882,2.50898,0.3212,0.12362,0.0
Haiti,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.90153,4.3047,3.44174,3.47486,3.36031,6.08964,7.10455,8.11359,15.79127,109.61799,40.98008,34.18273,42.55397,30.99719,64.54095,48.3724,40.79678,38.61975,48.5296,44.37742,32.08728,64.87539,51.27715,0.0
Honduras,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,118.48057,12.30208,15.00493,25.22393,26.58411,30.75631,22.69274,26.05397,24.75894,33.93799,63.94641,41.96687,28.91686,26.98774,20.96209,32.46431,14.04861,10.80264,9.743,42.01545,64.79106,26.11954,22.06848,0.0
India,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,185.5539,373.87594,231.87654,180.51498,222.83021,390.67252,331.53489,280.01762,328.99277,272.99261,413.82149,438.9556,412.1512,420.63782,449.368,433.10141,520.66442,629.78953,568.7843,359.36354,281.24479,371.62445,356.62041,0.0
Indonesia,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,90.04891,256.484,48.14922,50.38366,63.23385,87.86777,185.56832,178.11565,178.30447,223.81232,260.01479,263.37742,211.06495,183.48043,126.35092,121.54995,118.1189,105.12706,114.86371,120.33611,163.60148,180.03919,180.86997,0.0
Iran (Islamic Republic of),6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,52.41491,0.0,16.05521,8.0393,6.09454,1.98022,2.92895,2.26087,1.91641,1.24813,0.94334,1.04703,1.06219,1.95888,1.83976,1.11381,2.14689,1.26394,0.90405,2.41833,1.08139,2.97885,4.60753,0.0
Iraq,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,1.85824,0.75697,1.85194,25.05429,100.75008,1308.33597,930.98177,671.10561,229.38659,160.66784,198.42267,71.24446,66.49621,88.25767,128.22394,177.30222,131.16998,197.38184,78.80098,77.44598,59.1177,73.48015,103.07714,0.0
Jamaica,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,21.58079,1.63434,5.00849,10.72354,5.74651,4.89636,7.48269,2.62899,14.9375,9.71747,12.61195,2.21601,1.10329,0.87041,0.3141,1.03325,0.1345,0.60963,0.60669,0.37051,0.36904,0.04367,0.27224,0.0
Jordan,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,192.41769,119.46386,63.29003,102.39484,121.10698,178.77611,138.76803,126.33255,90.94599,152.57376,112.64894,104.95517,130.00748,145.44988,262.39092,380.82028,476.6535,566.28935,325.15539,312.41473,368.68926,177.67351,348.12342,0.0
Kazakhstan,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,7.72951,33.93757,0.18856,16.60989,11.29916,6.58848,19.14216,1.10495,41.34356,42.24328,17.70783,3.75414,0.80468,0.18256,0.02146,0.17542,0.21407,0.76717,0.75269,1.14482,0.6108,0.35604,0.05082,0.0
Kenya,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,20.03992,36.55534,24.23129,25.82674,39.5203,47.40403,56.40938,95.34079,112.51828,112.11607,160.66757,160.08943,176.86182,188.09584,197.12686,160.94732,211.43547,234.29211,283.27283,208.6016,197.20054,235.97499,247.4261,0.0
Kiribati,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.0,0.66768,1.87352,0.28585,0.0,0.00546,0.03473,0.00033,0.0,-0.00093,0.12374,8.51691,1.90666,6.12507,5.19084,6.88159,3.74433,10.76032,4.85142,5.17246,5.04506,10.56012,7.38583,0.0
Kosovo,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9595,12.66263,19.45248,29.13167,18.78739,26.42761,26.85878,32.24679,15.28319,12.23912,21.32896,12.05168,19.08373,23.29043,0.0
Kyrgyzstan,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,14.86339,30.7665,9.95087,7.70296,9.74861,14.4212,14.53123,11.93831,7.59893,14.93999,11.66836,27.39413,18.42453,17.37053,28.08242,23.79238,42.87869,12.63326,8.73267,15.47655,21.0588,55.60465,36.06324,0.0
Landlocked developing countries (LLDCs),6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,943.47579,1020.75994,464.58234,626.71759,664.61354,914.3106,900.5049,923.83063,1009.91068,1218.57218,1331.68326,1548.89783,1721.60559,1740.62446,1810.84433,1767.83014,2110.16682,2132.90073,2123.65099,2235.79621,1979.97992,1802.27346,1853.74389,0.0
Lao People's Democratic Republic,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,40.06447,36.15602,11.52302,17.79735,13.72465,9.73732,7.42418,12.20822,20.78585,29.57034,26.88317,32.87552,26.30254,27.95398,53.73085,103.28278,32.14513,59.39034,67.35175,76.21058,71.21922,69.83637,90.34647,0.0
Latin America and the Caribbean,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,956.09169,335.84205,186.71623,235.77461,251.19101,410.13383,415.61719,505.10479,539.9339,800.46858,733.55373,851.19726,731.91551,543.66506,784.73793,535.95188,759.35947,705.10885,683.51457,591.08938,518.21477,530.57276,768.71264,0.0
Least Developed Countries (LDCs),6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,1163.84235,1568.7393,710.25594,916.52135,963.60686,1318.59067,1263.08047,1515.65298,1698.16095,2014.90139,2190.45762,2347.12886,2551.0872,2782.95114,2767.15835,2795.19946,2933.65343,2958.13163,3297.93663,3557.46404,2930.4476,2868.46713,2806.50278,0.0
Lebanon,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,2.3873,52.6733,3.09602,7.63224,7.17351,6.82856,14.74416,9.30912,58.82619,46.98271,50.87487,64.12969,107.19264,77.22149,101.29851,115.81074,124.6177,108.24901,180.88421,127.79519,123.72189,79.41257,64.49352,0.0
Lesotho,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,4.67761,6.14086,3.96706,9.77551,6.4969,7.22691,5.34584,8.89766,17.61285,24.79549,41.07379,57.63555,86.41623,113.62447,33.95117,22.3957,16.62078,12.04134,10.65701,8.6715,9.89304,11.80021,12.83343,0.0
Liberia,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.05139,0.0,0.23233,0.00225,0.34812,0.90086,0.45976,0.61195,4.5635,8.64365,8.32421,4.92675,10.84974,23.17814,16.54392,41.29695,126.5491,96.33007,53.11403,28.83602,27.36043,15.26465,13.3529,0.0
Libya,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.0,0.0,0.0,0.0,0.0,0.01138,0.00731,0.00662,0.00635,0.00618,0.0,0.20998,0.39907,0.0,0.0,0.0,0.00118,2.2847,0.28113,1.78248,0.0087,1.32259,0.79486,0.0
Madagascar,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,18.67993,29.37821,11.32686,20.11629,23.22596,26.76278,14.49491,13.62328,18.00159,14.41372,13.59834,27.03529,26.30367,29.57706,28.80055,18.10064,18.02106,28.9618,24.10782,44.40807,50.79228,27.55335,39.75237,0.0
Malawi,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,28.25153,8.7219,37.38742,35.33627,19.64661,17.82162,13.71446,26.0526,21.57396,20.56118,25.86282,36.02516,75.45744,98.87854,106.11573,64.08898,67.74421,111.98671,90.08093,88.57345,88.90163,77.28493,98.20639,0.0
Malaysia,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,458.0045,0.03651,4.07469,2.90772,34.65231,17.5932,149.583,71.98149,74.0142,79.80539,49.34761,98.86464,114.18979,96.69566,57.24227,59.8118,18.52437,1.48481,2.03089,24.28177,0.50972,0.48357,0.58629,0.0
Maldives,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.0,0.61911,0.22854,0.00142,0.02317,0.0,0.92809,2.82409,0.62095,1.4106,2.04273,11.42305,4.31631,6.85029,4.5238,7.6473,3.84121,6.74437,24.28068,8.33504,13.99869,24.97584,14.31362,0.0
Mali,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,121.92664,17.31798,39.23172,34.66681,38.8329,56.17691,61.55942,68.70109,64.63067,98.56861,134.3738,183.08579,114.03008,108.58481,143.54895,85.06347,165.81717,150.88994,154.34119,129.45665,118.82105,94.5172,65.66889,0.0
Marshall Islands,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.0,0.0,0.0,0.00139,0.01246,0.00733,0.14995,0.02387,0.0,0.04657,0.15016,0.43631,1.20035,0.60088,1.00615,1.10207,0.55571,2.07239,1.95325,2.04867,3.66235,1.00734,6.41635,0.0
Mauritania,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,1.83965,7.04508,7.55723,15.60683,10.06771,7.34158,10.70446,12.29309,138.52,97.5144,86.09318,42.78408,56.38488,22.85725,27.03518,62.49356,45.44449,64.04845,67.58417,92.37296,60.83505,25.86444,30.79396,0.0
Mauritius,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,6.7449,11.71625,24.35693,11.92084,22.57655,11.45373,15.06421,12.05928,8.26617,0.90452,0.46072,2.93426,19.24886,16.53486,0.3334,5.43354,12.57472,0.14298,0.37606,3.16972,7.65321,2.23735,3.39055,0.0
Mayotte,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,1.08141,0.0,0.12507,0.13421,0.00475,0.03744,0.0,1.77735,0.39032,1.47589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melanesia,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,16.69331,48.68124,9.19858,3.94107,7.42733,3.64722,5.7331,6.98889,13.62393,6.31374,22.21239,15.83639,18.84307,22.63439,21.83441,21.3441,44.08429,41.50346,49.84417,67.98583,48.54858,53.21433,58.25447,0.0
Mexico,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,155.23217,2.03654,3.73109,24.3215,31.7594,134.57716,117.92421,25.68072,18.81423,9.80658,29.33969,4.75605,5.47888,28.1327,267.49996,16.90898,135.44787,14.11,1.47741,2.46928,1.44023,2.25437,84.40883,0.0
Micronesia,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.0,0.66768,1.87352,0.30727,0.01246,0.23692,1.20171,0.77444,0.60071,0.35464,0.67021,13.06738,3.55515,9.31194,8.47242,16.69829,13.33955,18.57219,13.0338,15.07271,13.41619,14.18616,22.7559,0.0
Micronesia (Federated States of),6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.0,0.0,0.0,0.00139,0.0,0.0,0.05035,0.00231,0.0,0.01045,0.1197,0.35573,0.14531,1.98341,1.69186,1.80818,0.64056,0.99162,0.18998,1.6415,1.64174,1.472,1.73526,0.0
Middle Africa,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,77.68305,28.52073,62.80896,58.48689,59.02333,76.75725,74.37743,98.47522,128.15014,131.80852,193.92814,212.83317,248.23518,351.41562,361.38409,361.31767,391.37819,400.19106,370.1541,339.38266,243.57617,298.96906,300.32813,0.0
Mongolia,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.31193,1.78846,4.41749,5.24682,5.50564,7.05695,10.23269,13.82785,10.71797,12.80777,23.39933,29.42296,32.75411,23.07214,17.46661,8.03841,7.08712,11.55801,25.28161,24.66499,34.35565,30.93372,51.83954,0.0
Montenegro,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.0,0.0,0.0,0.0,0.45736,1.42645,1.52628,2.9075,10.39707,8.10924,11.89825,18.27142,42.11326,19.53569,29.20369,16.33322,13.90748,10.63587,26.45375,9.10099,14.67533,9.25842,15.39003,0.0
Montserrat,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.47322,0.28237,0.50273,0.90076,0.22159,0.00715,0.0,0.92623,1.25753,0.09514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22998,0.04506,0.00727,0.0,0.0,0.0,0.0
Morocco,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,226.54399,243.92216,45.46853,59.26525,81.46927,131.82005,197.30282,104.77591,152.83544,134.05127,159.18641,195.77775,256.20819,166.75677,282.35555,381.22421,253.68781,153.17363,157.70613,231.87463,278.90247,217.86074,200.34835,0.0
Mozambique,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,56.915,52.63441,55.82453,57.56503,58.56761,123.74929,73.95525,87.46434,90.77871,96.57771,96.2463,119.04783,167.89809,231.80411,137.97055,147.17957,145.96379,109.54287,122.43193,120.26433,136.57396,136.29763,116.3027,0.0
Myanmar,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,1.52206,5.75958,5.35173,6.37172,2.0194,0.95724,1.44524,2.30996,3.86277,7.53085,21.44308,12.5482,8.32665,23.304,29.60773,71.06257,79.52017,66.81832,102.65348,126.37213,88.59711,37.75511,19.2319,0.0
Namibia,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,2.69974,16.05797,2.79217,6.02665,8.62142,2.35349,4.65358,6.14796,10.92778,11.85025,14.08505,54.00486,16.81913,15.68566,12.26532,2.83519,10.5683,5.85949,5.48133,2.29856,1.3882,2.71142,2.01515,0.0
Nauru,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.0,0.0,0.0,0.0,0.0,0.00546,0.0,0.00231,0.16215,0.11823,0.14252,0.19197,0.15164,0.21716,0.07105,5.63773,2.0419,0.09765,0.0595,0.16623,0.0,0.01231,2.05138,0.0
Nepal,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,65.85445,313.01311,47.42831,90.01153,51.07664,53.14858,54.55233,27.17959,48.32209,57.77486,77.7157,85.51395,112.16583,86.21236,90.89445,111.66973,131.74513,180.92026,140.72033,146.98893,153.35045,176.19334,130.29708,0.0
Nicaragua,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,74.9822,38.17383,29.82151,21.12646,23.0138,24.66653,16.64948,33.29847,38.26718,112.3818,51.49894,40.16797,43.88583,49.07166,38.91989,47.19254,37.71602,30.52982,61.97137,66.81922,61.95327,50.75968,152.69571,0.0
Niger,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,67.30226,108.98214,22.19196,36.84377,60.02747,58.01873,54.94967,32.3482,42.60911,41.97565,40.54582,35.36359,33.00408,48.27939,56.90186,74.25275,67.06299,80.5295,85.31689,166.86549,206.87137,148.84298,162.515,0.0
Nigeria,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,52.22155,92.41874,11.40958,10.99928,23.33392,41.77155,61.21485,86.99748,109.62316,104.52009,113.00711,107.28945,123.20851,139.48366,170.46013,212.37008,203.23017,153.01432,221.11683,204.52921,135.6752,107.17886,146.8795,0.0
Niue,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.0,0.0,0.10347,0.0,0.10053,0.48681,0.0,0.01921,0.03179,0.11039,0.36577,0.12596,0.2182,0.1055,0.0,0.0,0.00763,0.02232,0.0,0.00925,0.00756,0.00594,0.01201,0.0
North Macedonia,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,55.55518,29.566,10.72697,19.85108,16.42574,18.71761,25.62746,23.67105,25.10936,27.07175,24.16714,7.4038,12.10405,18.92375,32.18141,13.16947,20.19241,16.98215,18.14154,12.07074,14.71984,24.56331,10.28631,0.0
Northern Africa,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,418.38523,540.34533,269.64191,223.8801,456.53812,406.45259,464.02842,341.76049,442.46971,524.69276,536.72502,610.14063,606.03858,438.02012,644.06576,957.98889,747.1845,518.85678,802.27849,786.65478,976.93037,684.20889,877.06694,0.0
ODA residual,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,126.69956,173.15121,182.70098,196.33493,209.09706,275.8698,284.76226,379.5931,824.31065,485.41527,589.24632,574.79691,543.9441,619.92998,583.18351,714.95811,613.8124,604.09624,707.8878,586.11377,525.06736,577.3342,838.82185,0.0
Oceania,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,26.37434,52.70881,18.08311,8.02233,11.82753,10.50248,12.5068,12.69831,25.01696,18.90867,40.12335,54.80479,34.51523,42.99929,47.89233,65.97635,84.38987,82.41819,90.44336,94.03159,66.62122,72.27063,83.72288,0.0
Oman,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.02553,0.01713,0.03468,0.04253,0.01807,0.02926,0.10281,0.14668,0.0,0.40155,0.24781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,15.8582,31.45221,103.2037,42.83147,54.15405,43.60867,97.40628,112.16112,59.63401,72.81086,82.06375,106.1014,174.59479,240.36384,249.12974,300.05765,185.44512,315.84917,226.78951,185.32508,167.9837,190.48811,193.62676,0.0
Palau,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.0,0.0,0.0,0.01866,0.0,0.21867,0.96669,0.74562,0.43857,0.18032,0.13409,3.56646,0.15119,0.38543,0.51252,1.26872,6.35705,4.65021,5.97965,6.04386,3.06704,1.13439,5.16708,0.0
Panama,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,1.62224,7.27568,0.26663,2.18279,0.02226,3.66072,2.84295,0.43057,3.27385,24.86531,74.32331,60.34683,13.71708,11.02713,2.22281,1.18571,1.38133,4.95953,18.02636,20.33453,3.0581,16.28976,3.39956,0.0
Papua New Guinea,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,13.92508,48.45509,8.87377,3.12709,6.9003,2.25969,3.69854,3.29996,4.5075,1.16056,13.46574,7.04376,10.28333,2.28317,5.21103,6.61566,32.97914,25.56449,31.33055,27.07272,17.69896,20.79545,30.53211,0.0
Paraguay,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.60706,0.00776,0.3646,0.35615,0.18129,0.6744,0.57796,0.62117,2.66128,12.92941,6.93025,3.99073,7.62261,9.58514,3.58705,3.04536,16.73597,8.85722,17.51385,30.51321,22.05958,15.15314,5.63571,0.0
Peru,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,278.14747,8.45345,18.45309,37.36281,35.47218,40.09549,51.46566,224.80267,139.25446,93.35178,174.79237,194.50279,53.80065,50.15158,51.06833,65.40992,41.21699,55.55974,70.54229,47.01364,16.61926,17.30627,12.25854,0.0
Philippines,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,21.46391,64.67496,17.6347,23.70662,26.39349,23.3997,27.58837,70.50957,95.2918,40.45316,46.73786,25.61246,13.90413,20.45452,23.07372,26.40585,20.11185,22.23968,100.2825,83.25129,25.27191,41.62457,55.43622,0.0
Polynesia,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,9.68103,3.35988,7.01102,3.77399,4.38775,6.61834,5.57199,4.93498,10.79232,12.24029,17.24076,25.90102,12.11701,11.05295,17.5855,27.93396,26.96602,22.34255,27.56539,10.97304,4.65645,4.87014,2.71251,0.0
Republic of Moldova,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.43063,0.0,4.11298,2.70187,1.43732,2.71018,6.1082,9.05613,4.13868,28.81358,18.79349,11.84691,32.3038,36.97063,30.82948,73.62575,11.03544,20.10217,12.13121,8.94583,25.09974,6.54192,21.85806,0.0
Rwanda,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,40.58255,12.30989,6.69192,6.32296,21.01731,27.59227,32.11439,53.92219,42.84434,24.46841,40.54031,43.86086,34.6967,41.10162,35.23983,38.65679,67.87283,61.21235,48.7807,49.29738,45.27157,29.75761,53.30733,0.0
Saint Helena,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,2.8358,0.23881,0.74636,0.39467,0.93552,0.21989,0.22734,0.21893,0.0,0.30714,0.25266,0.0,0.0,0.0,0.0,0.0,0.0,0.14189,0.0,0.0,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.0,0.12489,0.04755,0.0,0.0,0.0,0.0,0.0,0.0,0.01041,0.01684,0.01387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Lucia,6.a.1,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",DC_TOF_WASHL,CON_USD_M,0.41932,8.07543,7.66781,1.85361,0.57826,0.65319,3.87774,1.2045,1.50282,0.02019,0.05513,0.09896,0.02933,0.02198,0.27057,0.28525,0.58673,0.53428,2.00369,0.21009,0.35234,0.4007,0.17903,0.0
